group_id,source_pattern,repo,source_path,target_path,reason,risk
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/rtc/cluster.registry.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/rtc/discovery.broadcast.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/rtc/gpu.rtc.bridge.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/Dockerfile,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/index.html,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/nginx.conf,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/package-lock.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/package.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/App.module.css,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/App.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/CommandCenter.module.css,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/CommandCenter.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/index.css,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/main.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/RemoteAudio.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/useWebRTC.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/src/vite-env.d.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/tsconfig.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/clients/web-demo/vite.config.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/configs/.env.example,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/configs/sfu.config.example.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/deploy/coturn/turnserver.conf,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/deploy/docker-compose.prod.yml,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/deploy/docker-compose.yml,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/deploy/systemd/coturn.service,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/deploy/systemd/leeway-sfu.service,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/agents/fleet.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/architecture/system.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/architecture/workflow.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/architecture.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/CALL_MODE_INTEGRATION.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/deployment.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/guardian-core.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/integration/web.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/integration.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/MEDIA_ENGINE.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/models/voice-pipeline.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/operations/internal-admin-guide.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/operations/monitoring.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/operations/non-technical-guide.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/README.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/system-overview.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/docs/voice-pipeline.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/final-branding-audit.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/index.html,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/LeeWay-Edge_RTC.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/metadata.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/package-lock.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/package.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/patch-governance.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/README.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/.env.example,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/Dockerfile,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/fly.toml,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/package-lock.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/package.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/aria.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/bus.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/governance.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/governor.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/nexus.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/observer.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/registry.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/repair.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/runtime.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/scaler.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/sentinel.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/types.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/vector.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/agents/ward.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/auth.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/config.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/governance-guard.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/guardian/intent-router.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/guardian/runtime-mode.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/guardian/stats-worker.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/guardian/summary-worker.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/index.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/logger.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/mediasoup/room.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/mediasoup/worker.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/metrics.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/server.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/src/signaling/handler.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/services/sfu/tsconfig.json,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/App.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/AgentFleet.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/AgentHub.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/CallModeUI.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/DiagnosticSpectrum.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/EconomicMoat.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/GalaxyBackground.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/VisionPerceptionLab.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/VoiceStudioLab.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/components/VoiceTuner.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/index.css,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/main.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/rtc/federation-router.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/rtc/leeway-rtc-native.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/rtc/mesh-fallback.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/rtc/store.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/rtc/vector-agent.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/runtime/CallMode.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/runtime/index.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/sdk/index.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/sdk/package.json.template,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/speech-recognition.d.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/index.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/types.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-adapter.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-awareness.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-budget.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-diagnostics.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-governance.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-inspect.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-monitor.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-scanner.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/vision-storage.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/vision/VisualOverlayRenderer.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/audio.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/emotion-engine.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/engine-controller.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/engine-types.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/persona.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/poetry.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/speech-queue.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/types.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/use-voice-engine.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/voice-config.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/voice-loop.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/voice-output.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/voice-presets.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/voice-registry.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/src/voice/VoiceStudio.tsx,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/tsc-errors.txt,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/tts-bridge.cjs,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/vite.config.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/vite.sdk.config.ts,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/VOICE_ENGINE_IMPLEMENTATION.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/rtc/VOICE_ENGINE_STATUS.md,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/runtime/room-system.adapter.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeewayEdgeWebGPU,LeewayEdgeWebGPU/rtc/cluster.registry.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeewayEdgeWebGPU,LeewayEdgeWebGPU/rtc/discovery.broadcast.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
G001,**/transport/**,LeewayEdgeWebGPU,LeewayEdgeWebGPU/rtc/gpu.rtc.bridge.js,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,high
